,name,steam_id,developers,reviews,positives,is_free,units_sold,prices_eu,final_revenue,genre
436320,Raw Data,436320,Survios,1625,1346,False,48750,5.54,270075.0,"Action, Indie, Strategy"
456670,Hand of Fate 2,456670,Defiant Development,1621,1375,False,48630,27.99,1361153.7,"Action, Indie, RPG"
423580,Project Highrise,423580,SomaSim,1582,1336,False,47460,19.99,948725.3999999999,"Simulation, Strategy"
435530,The Final Station,435530,DO MY BEST,1575,1227,False,47250,14.99,708277.5,"Action, Adventure, Indie"
438640,LEGO® STAR WARS™: The Force Awakens,438640,"Traveller's Tales,TT Games,Feral Interactive (Mac)",1529,1195,False,45870,29.99,1375641.2999999998,"Action, Adventure"
504210,SHENZHEN I/O,504210,Zachtronics,1526,1457,False,45780,12.49,571792.2,"Indie, Simulation"
438490,GOD EATER 2 Rage Burst,438490,"BANDAI NAMCO Studio,SHIFT,QLOC",1525,1313,False,45750,49.99,2287042.5,"Action, RPG"
428660,Deliver Us The Moon,428660,KeokeN Interactive,1497,1300,False,44910,24.99,1122300.9,"Action, Adventure, Indie"
499440,klocki,499440,"Maciej Targoni,Wojciech Wasiak",1484,1444,False,44520,0.99,44074.8,"Casual, Indie"
434050,Duke Nukem 3D: 20th Anniversary World Tour,434050,"Nerve Software, Gearbox Software, LLC",1458,1158,False,43740,19.99,874362.6,"Action, Adventure"
1166290,Death and Taxes,1166290,Placeholder Gameworks,1452,1298,False,43560,11.99,522284.4,"Adventure, Casual, Indie, Simulation, Strategy"
445190,Expeditions: Viking,445190,Logic Artists,1443,1202,False,43290,29.99,1298267.0999999999,"Indie, RPG, Strategy"
466300,Planescape: Torment: Enhanced Edition,466300,Beamdog,1424,1339,False,42720,15.99,683092.8,"Adventure, RPG"
497180,Street Legal Racing: Redline v2.3.1,497180,"Invictus Games Ltd.,ImageCode",1396,1188,False,41880,4.99,208981.2,"Racing, Simulation"
473950,Manifold Garden,473950,William Chyr Studio,1388,1335,False,41640,15.99,665823.6,"Adventure, Indie"
1167450,DAEMON X MACHINA,1167450,Marvelous Inc.,1385,1221,False,41550,59.99,2492584.5,Action
460120,Megadimension Neptunia VII,460120,"Idea Factory,Compile Heart",1355,1271,False,40650,16.79,682513.5,"RPG, Strategy"
441870,OutDrive,441870,DNVR Prod,1335,951,False,40050,2.99,119749.50000000001,"Casual, Indie, Racing"
1194630,The Dark Pictures Anthology: Little Hope,1194630,Supermassive Games,1333,943,False,39990,29.99,1199300.0999999999,Adventure
483980,Mad Father,483980,sen,1299,1267,False,38970,8.19,319164.3,"Adventure, Indie"
485380,Welcome to the Game,485380,Reflect Studios,1291,1059,False,38730,4.99,193262.7,"Sexual Content, Nudity, Violent, Gore, Indie, Simulation"
433550,DARQ: Complete Edition,433550,Unfold Games,1291,1218,False,38730,16.79,650276.7,"Action, Adventure, Indie"
430960,Lucy -The Eternity She Wished For-,430960,"Modern Visual Arts Laboratory,SEO INSEOK",1283,1214,False,38490,9.99,384515.10000000003,"Adventure, Casual, Indie, Simulation"
466630,The Pedestrian,466630,Skookum Arts,1283,1252,False,38490,16.79,646247.1,"Adventure, Indie"
469610,Rick and Morty: Virtual Rick-ality,469610,Owlchemy Labs,1268,948,False,38040,27.99,1064739.5999999999,"Adventure, Indie, Simulation"
434260,My Name is Mayo,434260,Green Lava Studios,1260,1045,False,37800,0.99,37422.0,"Casual, Simulation"
468920,Ultimate Fishing Simulator,468920,Bit Golem,1250,1102,False,37500,19.99,749624.9999999999,"Casual, Simulation, Sports"
436520,Line of Sight,436520,BlackSpot Entertainment,1244,653,True,37320,,,"Action, Free to Play, Indie, Massively Multiplayer"
493200,RiME,493200,"Tequila Works,QLOC",1223,1086,False,36690,34.99,1283783.1,Adventure
442780,STRAFE: Gold Edition,442780,Pixel Titans,1215,913,False,36450,14.99,546385.5,"Action, Indie"
438270,Learn Japanese To Survive! Hiragana Battle,438270,Sleepy Duck,1176,1085,False,35280,5.99,211327.2,"Adventure, Indie, RPG"
452060,Caveblazers,452060,Deadpan Games,1154,1007,False,34620,9.99,345853.8,"Action, Adventure, Indie"
437920,Tricky Towers,437920,WeirdBeard,1126,983,False,33780,14.99,506362.2,"Casual, Indie"
499660,Medieval Kingdom Wars,499660,Reverie World Studios,1119,881,False,33570,16.79,563640.2999999999,"Action, Indie, Simulation, Strategy"
502800,SENRAN KAGURA ESTIVAL VERSUS,502800,Tamsoft,1098,1042,False,32940,29.99,987870.6,Action
1186640,Pumpkin Jack,1186640,Nicolas Meyssonnier,1097,1044,False,32910,29.99,986970.8999999999,"Action, Adventure, Indie"
1154810,Going Under,1154810,Aggro Crab,1093,1036,False,32790,19.99,655472.1,"Action, Indie"
434730,Half Dead,434730,Room710Games,1063,815,False,31890,1.99,63461.1,"Action, Adventure"
475190,Scanner Sombre,475190,Introversion Software,1059,954,False,31770,4.99,158532.30000000002,"Adventure, Indie"
1121560,Atelier Ryza: Ever Darkness & the Secret Hideout,1121560,"KOEI TECMO GAMES CO., LTD.",1051,934,False,31530,59.99,1891484.7,RPG
427250,8-Bit Armies,427250,Petroglyph,1045,831,False,31350,14.99,469936.5,"Indie, Simulation, Strategy"
434030,Aerofly FS 2 Flight Simulator,434030,IPACS,1036,817,False,31080,59.99,1864489.2,"Action, Indie, Racing, Simulation"
439190,Stories: The Path of Destinies,439190,Spearhead Games,1032,882,False,30960,14.99,464090.4,"Action, Adventure, Indie, RPG"
435120,Rusty Lake Hotel,435120,Rusty Lake,1030,951,False,30900,1.99,61491.0,"Adventure, Indie"
431180,WolfQuest: Classic,431180,eduweb,1020,934,False,30600,16.79,513774.0,"Indie, RPG, Simulation"
495140,NARUTO: Ultimate Ninja STORM,495140,CyberConnect2 Co. Ltd.,1000,747,False,30000,19.99,599700.0,"Action, Adventure"
502280,BERSERK and the Band of the Hawk,502280,"KOEI TECMO GAMES CO., LTD.",985,783,False,29550,59.99,1772704.5,Action
448850,Overload,448850,"Revival Productions, LLC",981,922,False,29430,24.99,735455.7,Action
1184770,The Political Process,1184770,Verlumino Studios LLC,980,944,False,29400,12.49,367206.0,"Indie, Simulation, Strategy, Early Access"
470260,Event[0],470260,Ocelot Society,971,746,False,29130,19.99,582308.7,"Adventure, Indie"
422810,River City Ransom: Underground,422810,Conatus Creative Inc.,962,703,False,28860,19.99,576911.3999999999,"Action, Indie, RPG"
1132210,Kingdom Under Fire 2,1132210,Blueside,955,674,False,28650,9.99,286213.5,"Action, Massively Multiplayer, RPG, Strategy"
457210,SEUM: Speedrunners from Hell,457210,Pine Studio,954,917,False,28620,14.99,429013.8,"Action, Indie, Racing"
501080,Fishing: Barents Sea,501080,Misc Games,948,729,False,28440,19.99,568515.6,Simulation
485980,Syrian Warfare,485980,Cats Who Play,944,793,False,28320,11.59,328228.8,"Indie, Strategy"
471550,Nine Parchments,471550,Frozenbyte,940,743,False,28200,19.99,563718.0,"Action, RPG"
441830,I am Setsuna,441830,Tokyo RPG Factory,930,654,False,27900,39.99,1115721.0,RPG
426790,Grow Up,426790,"Reflections, a Ubisoft Studio",930,845,False,27900,9.99,278721.0,"Adventure, Casual, Indie"
505170,Carmageddon: Max Damage,505170,Stainless Games Ltd,928,716,False,27840,16.99,473001.6,Action
430210,Megaton Rainfall,430210,"Pentadimensional Games, SL",923,676,False,27690,15.99,442763.10000000003,"Action, Indie"
455980,Judgment: Apocalypse Survival Simulation,455980,Suncrash,907,740,False,27210,19.99,543927.8999999999,"Indie, Simulation, Strategy"
464350,Screeps: World,464350,"Screeps, LLC",891,795,False,26730,14.99,400682.7,"Indie, Massively Multiplayer, Simulation, Strategy"
1161490,MotoGP™20,1161490,Milestone S.r.l.,852,771,False,25560,39.99,1022144.4,"Racing, Simulation, Sports"
461840,Zenge,461840,Michal Pawlowski,852,793,False,25560,0.99,25304.4,"Casual, Indie"
503580,Duck Season,503580,Stress Level Zero,849,715,False,25470,19.99,509145.3,"Action, Adventure, Casual, Indie"
1145960,The White Door,1145960,Rusty Lake,848,758,False,25440,3.29,83697.6,"Adventure, Indie"
485460,The Banner Saga 3,485460,Stoic,845,691,False,25350,24.99,633496.5,"Indie, RPG, Strategy"
493840,Marvel vs. Capcom: Infinite,493840,Capcom,831,499,False,24930,39.99,996950.7000000001,Action
1144030,Pesterquest,1144030,"What Pumpkin Games, Inc.",824,767,False,24720,9.99,246952.80000000002,"Adventure, Indie, RPG"
451520,theBlu,451520,"Wevr, Inc.",819,697,False,24570,9.99,245454.30000000002,"Adventure, Casual, Indie, Simulation"
504050,Planet Nomads,504050,Craneballs,814,555,False,24420,18.99,463735.8,"Action, Adventure, Indie, Simulation"
451760,Highway Blossoms,451760,"Studio Élan,Studio Coattails",807,778,False,24210,10.79,261225.89999999997,"Casual, Indie"
464360,3030 Deathwar Redux - A Space Odyssey,464360,Bird in Sky,804,765,False,24120,14.99,361558.8,"Action, Adventure, Indie, Simulation"
466500,35MM,466500,Носков Сергей,801,459,False,24030,8.99,216029.7,Indie
1136160,Internet Cafe Simulator,1136160,Cheesecake Dev,800,584,False,24000,8.19,196560.0,"Adventure, Indie, Simulation"
1179210,Kill It With Fire,1179210,Casey Donnellan Games LLC,794,767,False,23820,12.49,297511.8,"Action, Casual, Indie, Simulation"
484900,Aven Colony,484900,Mothership Entertainment LLC,785,599,False,23550,29.99,706264.5,"Indie, Simulation, Strategy"
503350,White Noise 2,503350,Milkstone Studios,783,613,False,23490,9.99,234665.1,"Action, Adventure, Indie, Strategy"
487720,Agony,487720,Madmind Studio,783,345,False,23490,,,"Aktion, Abenteuer, Indie"
461950,Beat Cop,461950,Pixel Crow,773,555,False,23190,14.99,347618.1,"Adventure, Indie, Simulation"
436670,The Legend of Heroes: Trails in the Sky the 3rd,436670,Nihon Falcom,763,724,False,22890,29.99,686471.1,RPG
1127980,NASCAR Heat 4,1127980,Monster Games,757,623,False,22710,14.99,340422.9,Racing
453340,Hustle Cat,453340,Date Nighto,751,717,False,22530,16.79,378278.69999999995,"Casual, Indie"
1189800,Bleeding Edge,1189800,Ninja Theory,749,525,False,22470,29.99,673875.2999999999,Action
465240,Serious Sam VR: The Last Hope,465240,Croteam VR,749,631,False,22470,36.99,831165.3,"Action, Indie"
465490,Stellar Tactics,465490,Maverick Games,747,638,False,22410,16.79,376263.89999999997,"Adventure, Indie, RPG, Strategy, Early Access"
473770,BallisticNG,473770,Neognosis,742,705,False,22260,6.59,146693.4,"Action, Indie, Racing"
433910,Neon Drive,433910,Fraoula,738,628,False,22140,9.99,221178.6,"Action, Indie"
503300,Super Star,503300,Dream Works,725,571,False,21750,1.99,43282.5,"Adventure, Indie, Simulation"
502820,Batman™: Arkham VR,502820,Rocksteady Studios,718,495,False,21540,19.99,430584.6,Adventure
454350,Days of War: Definitive Edition,454350,Driven Arts,717,337,False,21510,20.99,451494.89999999997,"Action, Indie"
440540,Ara Fell: Enhanced Edition,440540,Stegosoft Games,716,686,False,21480,12.49,268285.2,"Action, Adventure, Casual, Indie, RPG"
495560,Farm Manager 2018,495560,Cleversan Software,706,475,False,21180,19.99,423388.19999999995,"Indie, Simulation, Strategy"
1127460,Mod and Play,1127460,bucikpro,702,285,False,21060,2.39,50333.4,"Indie, Massively Multiplayer"
1196630,Nexomon: Extinction,1196630,VEWO Interactive Inc.,698,627,False,20940,12.99,272010.6,"Action, Adventure, Casual, Indie, RPG, Simulation"
477770,Ride 2,477770,Milestone S.r.l.,693,575,False,20790,29.99,623492.1,"Racing, Simulation, Sports"
455910,STAR WARS™: Rogue Squadron 3D,455910,"Factor 5,LucasArts",692,492,False,20760,8.19,170024.4,"Action, Simulation"
448370,IS Defense,448370,Destructive Creations,689,641,False,20670,5.24,108310.8,"Action, Indie"
1139890,Dictators:No Peace Countryballs,1139890,RPN Indie Developer,688,663,False,20640,0.79,16305.6,"Casual, Indie, Simulation, Strategy"
495280,Disgaea 2 PC,495280,"Nippon Ichi Software, Inc.",684,630,False,20520,19.99,410194.8,RPG
427820,Hitman GO: Definitive Edition,427820,Square Enix Montréal,675,578,False,20250,7.99,161797.5,Strategy
428370,Windlands,428370,Psytec Games Ltd,672,517,False,20160,19.99,402998.39999999997,"Adventure, Indie"
1166860,Rival Stars Horse Racing: Desktop Edition,1166860,PikPok,672,616,False,20160,39.99,806198.4,"Casual, Racing, Simulation, Sports, Strategy"
463270,Ghost 1.0,463270,@unepic_fran,668,588,False,20040,12.99,260319.6,"Action, Adventure, Indie"
502370,"Warhammer 40,000: Sanctus Reach",502370,Straylight Entertainment,665,572,False,19950,27.99,558400.5,Strategy
1198090,The Legend of Heroes: Trails of Cold Steel IV,1198090,"Nihon Falcom,Engine Software BV,PH3 GmbH",663,625,False,19890,59.99,1193201.1,RPG
1141220,DemonCrawl,1141220,Therefore Games,662,542,False,19860,12.49,248051.4,"Adventure, Indie, RPG, Strategy"
460430,The Letter - Horror Visual Novel,460430,Yangyang Mobile,662,602,False,19860,19.99,397001.39999999997,"Adventure, Indie, RPG"
503620,Fictorum,503620,Scraping Bottom Games,661,513,False,19830,8.19,162407.69999999998,"Action, Indie, RPG"
454060,Blueprint Tycoon,454060,Endless Loop Studios,659,528,False,19770,2.99,59112.3,"Casual, Indie, Simulation"
490920,Wolfpack,490920,Usurpator AB,643,593,False,19290,29.99,578507.1,"Simulation, Early Access"
429720,IMSCARED,429720,Ivan Zanotti's MyMadnessWorks,643,595,False,19290,3.99,76967.1,"Adventure, Indie"
433100,The Town of Light,433100,LKA,639,463,False,19170,18.99,364038.3,"Adventure, Indie"
464340,Syberia 3,464340,Microids,637,291,False,19110,29.99,573108.9,Adventure
500810,Arcanum: Of Steamworks and Magick Obscura,500810,Troika Games,610,512,False,18300,5.99,109617.0,RPG
452570,Battle Chef Brigade Deluxe,452570,Trinket Studios,607,593,False,18210,19.99,364017.89999999997,"Action, Adventure, Indie, RPG"
1181840,HIVESWAP: ACT 2,1181840,"What Pumpkin Games, Inc.",606,535,False,18180,12.49,227068.2,"Adventure, Indie, RPG"
494430,Praey for the Gods,494430,No Matter Studios,600,512,False,18000,29.99,539820.0,"Action, Adventure, Indie, RPG, Early Access"
427880,P.A.M.E.L.A.®,427880,NVYVE® Studios,586,371,False,17580,22.99,404164.19999999995,"Action, Adventure, Indie"
440630,The Brookhaven Experiment,440630,Phosphor Games,576,496,False,17280,19.99,345427.19999999995,"Action, Indie"
1163550,Captain Tsubasa: Rise of New Champions,1163550,TAMSOFT CORPORATION,576,380,False,17280,49.99,863827.2000000001,"Action, Casual, RPG, Sports"
487000,Quest Hunter,487000,2 Zombie Games,573,467,False,17190,19.99,343628.1,"Action, Adventure, Indie, RPG"
457960,Holopoint,457960,"Alzan Studios, LLC",570,510,False,17100,14.99,256329.0,"Action, Indie, Simulation, Sports"
451840,Out of Ammo,451840,RocketWerkz,569,476,False,17070,8.19,139803.3,"Action, Indie, Strategy"
447290,Redeemer: Enhanced Edition,447290,Sobaka Studio,568,474,False,17040,14.99,255429.6,"Action, Indie"
432010,World's Dawn,432010,Wayward Prophet,567,459,False,17010,9.99,169929.9,"Casual, Indie, RPG, Simulation"
457760,The Signal From Tölva,457760,Big Robot Ltd,563,403,False,16890,19.99,337631.1,Action
1162750,Songs of Syx,1162750,Gamatron AB,556,538,False,16680,20.99,350113.19999999995,"Indie, Simulation, Strategy, Early Access"
1185560,Astellia,1185560,Studio 8,556,363,False,16680,,,"Massively Multiplayer, RPG"
442070,Drawful 2,442070,"Jackbox Games, Inc.",554,509,False,16620,9.99,166033.80000000002,"Casual, Indie, Strategy"
1146950,Hentai Girl Fantasy,1146950,GirlGame,549,526,False,16470,0.79,13011.300000000001,"Casual, Indie, RPG, Simulation"
1140290,Murder by Numbers,1140290,Mediatonic,549,487,False,16470,12.49,205710.30000000002,"Adventure, Indie"
1137460,ALTF4,1137460,Autosavegame,549,507,False,16470,1.59,26187.300000000003,"Action, Adventure, Indie, Early Access"
1170760,XIII - Classic,1170760,Ubisoft Paris Studio,547,513,False,16410,5.99,98295.90000000001,Action
436560,Kings and Heroes,436560,Industry Games,545,282,False,16350,,,"Action, Adventure, Massively Multiplayer, RPG"
1148150,Man of the House,1148150,Faerin Games,543,480,False,16290,19.99,325637.1,"Adventure, Indie, Simulation"
